id,Reviews,AspectTerms,OpinionTerms,Categories,Polarities
1388,宝贝质量很好，**速度快，以后会再回购，现囤货,_,挺自然,使用体验,正面
1389,好用哦 具有美白效果 喜欢 还会继续光临的,味道,好闻,气味,正面
1390,水分多，好吸收，不错,遮暇效果,还不错,功效,正面
1391,不错不错，第二次回购了，每次赠送的小礼品也很多！还会继续光顾的！,淡斑,真没看出来,功效,负面
1392,一直是用这款，快用完一瓶了，挺服帖，也挺遮瑕，提亮肤色,_,挺好的,整体,正面
1393,我用了三年的这牌子的粉底液了，一直在****买，值得信赖，和装柜一样的是正品，没有浮粉，保湿,好评,_,整体,正面
1394,卸妆水很好闻！很好用！用完不紧绷！好评！,物流,好快,物流,正面
1395,老婆自己选的，用着效果不错。**送货也快,_,不错,整体,正面
1396,宝贝收到用过几次了  好用,_,很喜欢,整体,正面
1397,包装太随便了吧连个包装盒都没有,_,好用,整体,正面
1398,很好，值得推荐给大家介绍一下,_,赞,整体,正面
1399,味道不错，效果很不错哦！,_,挺不错的,整体,正面
1400,对比了现有用的，应该是正品吧，保质期2020年11月，在范围内,_,不紧绷,使用体验,正面
1401,很满意，使用感不错！性价比不错。,_,有泡沫,使用体验,正面
1402,妥妥的没毛病 再苦再累也要对得起自己这张脸,_,特别温和,使用体验,正面
1403,挺好用的不错，准备给朋友在买,香味,淡淡的,气味,正面
1404,昨天买的今天下午就到了，物流快，辛苦快递小哥了！！今天第一次用，不知道怎么样呢！,_,还可以,整体,正面
1405,遮暇效果一般般吧,价格,越来越高了,价格,负面
1406,这款面膜用了好几年了，有活动多囤一点，,气味,刺鼻,气味,负面
1407,宝贝到了，包装完整，打开后宝贝也很漂亮，味道也是很不错，满意。,_,不错,整体,正面
1408,拍一发了三个，超级划算，而且还很好用，好服帖不卡粉，值得信赖,_,棒极了,整体,正面
1409,特意用了几天才来评价，是正品，好用，而且比实体店便宜好多，以后会多多回购的,_,很喜欢,整体,正面
1410,真心划算，据说是挺不错的！可以试用一下哈,_,很好用,整体,正面
1411,不错不错，好的好的，很不错,_,超级好用,整体,正面
1412,这个用着不错哦，比较自然,_,很服帖,使用体验,正面
1413,棒棒哒，一直在用***,_,很好,整体,正面
1414,一直在用这款面膜，挺好用的,_,很喜欢,整体,正面
1415,超级喜欢，回购很多次了,快递师傅,很给力,物流,正面
1416,真的是太划算了，囤了一大箱，能用三个月了。,_,还不错,整体,正面
1417,买一送一，还没开始用，***应该不会差的，希望是正品,颜色,自然,功效,正面
1418,一流产品，三流快递，直接下降成二流产品！得不偿失！,_,不油腻,使用体验,正面
1419,很大一瓶子，很划算，期待后期使用效果哦,_,很适合,整体,正面
1420,送人的，应该不错吧,_,不是很好,整体,负面
1421,还不错 很温和,_,不怎么补水,功效,负面
1422,送给婆婆的，她说还不错，补水效果还可以。,_,便宜,价格,正面
1423,超级好用，物有所值，已经试过了，皮肤滑滑的。,泡沫,细腻,使用体验,正面
1424,宝贝早上下单下午就收到了，**物流超快，东西很好，值得购买,_,还不错,整体,正面
1425,不错，还没用呢，等现在的用完了在拆，现在用的也是***的挺好用的，看见3.8节有活动就又入手了一只哦,味道,_,气味,负面
1426,效果还不知道，收到就用了，补水可以就是味道太香了，,_,挺适合,整体,正面
1427,都说包装不好，我觉得很好呀！面膜也很好用，比***的好！,快递速度,快,物流,正面
1428,洁面乳收到了，质量很好，有一股淡淡的香味，清洁效果也好！,_,挺好的,整体,正面
1429,给女朋友买的隔离，用起来还行，没有过敏。,泡沫,有点多,使用体验,负面
1430,第一次买***的面膜，看评论说用着不错买来试试，用了确实很补水，精华液也很多，好评,清洁力,还行的,功效,正面
1431,不错，比~便宜，希望是正品！！！！,_,还行,整体,正面
1432,好，不错价格实惠物流快666666,_,很划算,价格,正面
1433,之前用过一次，觉得挺好用的，洗完不紧绷,补水效果,_,功效,中性
1434,大品牌值得信赖，东西不错，还会购买。,_,挺喜欢用的,整体,正面
1435,隔离效果挺不错的，一直在用，值得购买,_,连连的,使用体验,负面
1436,一直在用这种牌子的护肤品，好用又实惠。值得购买,_,一如既往的好,整体,正面
1437,看测评入的，味道挺淡蛮好闻，涂上去还是觉得有点黏黏的，挺小只方便携带~好用的话会回购~,物流,快,物流,正面
1438,很满意的一次购物,气味,蛮好,气味,正面
1439,一直用这个牌子的BB霜，这次入手这个，感觉还不错,_,还可以,整体,正面
1440,一直用***隔离，微微改善肤色，不干,_,不怎么油腻,使用体验,正面
1441,物流好快啊，昨天拍，今天就到了。很好用，又实惠,_,还可以,整体,正面
1442,刚收到货，打开试用了一下，卸口红，都卸不掉，这还是卸装水吗？,_,量很足,其他,正面
1443,宝贝儿收到了就迫不及待的试用了一下，效果不错，大爱！值得推荐,_,挺干净,功效,正面
1444,味道挺好的速度也快,价格,实惠,价格,正面
1445,还不错，很划算，持久力也可以,_,是正品,真伪,正面
1446,一直用的***哦，保湿很好，会一直种草的,_,物美价廉,整体,正面
1447,买给妈妈的，还不知道怎么样，应该挺好的吧，试试看,_,点赞,价格,正面
1448,还可以这个新包装第一次用,物流,给力,物流,正面
1449,**送货就是快！给婆婆买的，婆婆很喜欢，卸妆水自己用了，出去玩的时候正好小样装带着，很方便！,快递小哥服务态度,很好,物流,正面
1450,回购的，一如既往的好～感谢店家送的礼品。好评,_,很好,整体,正面
1451,挺好的，一直用这个,_,很喜欢,整体,正面
1452,这个用了主要是不过敏，我是过敏肤质，试了一张保湿照顾还不错，天气干燥，这个必备,味道,很香,气味,正面
1453,可以，补水效果很好,_,不浮粉,使用体验,正面
1454,上妆效果：还好吧,_,很水润,使用体验,正面
1455,媳妇说用的挺好。,_,喜欢,整体,正面
1456,不好用很烂,质量,很好,其他,正面
1457,面膜很薄很服帖，价钱美丽,_,好评,整体,正面
1458,使用了才来评价，很不错??,服务态度,很棒,服务,正面
1459,买好几次是正品,物流,神速,物流,正面
1460,这个吧，活动时候挺合适的，不错啊，好用，买了好多了,_,是正品,真伪,正面
1461,功能性好，没有过敏的情况，比较温和，价格实惠,包装,很好,包装,正面
1462,买回来就用了，很好喜欢,补水效果,超级好,功效,正面
1463,正品，用***六七年了，很不错，你家的忠实粉丝哟！,_,还行,整体,正面
1464,东西挺好！,_,是正品,真伪,正面
1465,宝贝质量不错，客服服务态度也不错。但是物流应该改进，到件几天也不派送，打客服电话也是敷衍了事,_,特别温和,使用体验,正面
1466,宝贝非常好用，第一次评价，买了好几次了，扫了一下，是正品,_,不刺激,使用体验,正面
1467,感觉还不错吧就是收到货时觉得包装太简陋了点,_,很好用,整体,正面
1468,发生点小意外，客服热心的又补发了一支～～～ 还没用，用过后会追加评论的,_,不干,使用体验,正面
1469,有些油 适合干皮,_,好吸收,使用体验,正面
1470,扫了二维码，上面显示是正品，没有用过，打开很香，希望用了之后与期的好,美白作用,_,功效,正面
1471,是正品，很多次回顾了，一直相信**,_,很自然,功效,正面
1472,上妆效果：上妆效果很好，也不油腻，但是刚开始的时候是有点干，涂完之后会好一些 持久情况：上妆后很持久，比之前用的bb持久多了，爱上了,快递,很快,物流,正面
1473,看着还可以，用后再来看,快递小哥,一百个赞,物流,正面
1474,很好 妈妈用的 很喜欢,商家,一百个赞,服务,正面
1475,包装很精美，图案也漂亮，很喜欢！拒绝不了卡哇伊的东西?,_,特别的好,整体,正面
1476,物流很快，货收到就赶快打开看看，体验一下，感觉效果还不错，喜欢的亲们赶快下单,_,还不错,整体,正面
1477,用着很舒服给妈妈买的,_,补水,功效,正面
1478,还好吧，本来想买***的1，这个用了也还好,_,好便宜,价格,正面
1479,这个真的好用,_,轻薄,使用体验,正面
1480,东西还不错用一段时间之后再来追评,_,好用,整体,正面
1481,物流配送中心很快，宝贝用着很好，很满意的一次购物，好评,_,挺实惠,价格,正面
1482,评论说的都挺好用，我买的怎么不好用，太干了，没有说的那么保湿，上当了。,包装,好,包装,正面
1483,很好用，这款包装比较好携带,物流,快,物流,正面
1484,***隔离霜，这个很好用，味道也很好闻。,物流,给力,物流,正面
1485,这是第二次购买了。不得不说 这款隔离是真的很好用啊 轻薄也很提肤色。会一直回购的。,_,很好,整体,正面
1486,刚刚才打开，在手上试啦下，感觉还不错，等用脸上啦再说！,_,很快,物流,正面
1487,好用，不油腻，喜欢，新款的瓶子，用起来也方便,价钱,实惠,价格,正面
1488,很好用，不干，值得推荐。。。。,质量,很好,其他,正面
1489,必须好评呀，***隔离本身就很好用，买了两瓶赠了好多赠品，我都惊讶了，太感谢了，卸妆水能用好久了,_,不错,整体,正面
1490,两瓶很划算哦，第一天用了，很温和不刺激。,_,不错,整体,正面
1491,快递服务态度好。,快递小哥,很给力,物流,正面
1492,挺好用的味道很好闻,服务,很好,物流,正面
1493,萍萍直播推荐的，价格真的优惠，还没试洗，看起来还不错的样子,_,很平整,使用体验,正面
1494,保湿不油腻，很贴，是我最喜欢的一款隔离,_,很舒服,使用体验,正面
1495,东西很一般,吸收,很快,使用体验,正面
1496,不好上妆，不适合混合皮肤和干皮，抹上脸都搓泥了，一言难尽，有些失望，懒的退货了，下回不会考虑这款,_,便宜很多,价格,正面
1497,还可以用着还行，价格也挺实惠，还有两个挺好的，特别喜欢，还行吧，总之为了挺好的,_,挺好用的,整体,正面
1498,我妈特喜欢这款，平常真的太贵了，还是双十一划算啊~,_,挺好用,整体,正面
1499,之前用过海藻的，但不是这个包装，这次趁着活动买来试试跟之前的一样不。,_,超补水,功效,正面
1500,第二次买了，跟实体店一样，好评。,_,不错,整体,正面
1501,还不错啦，挺滋润补水的，建议可以尝试,_,很好,整体,正面
1502,买一送一很划算，之前也用过这个，挺好用的，希望是正品和之前在店里一样,_,一般般,整体,中性
1503,使用了一段时间才来评价的，面膜很好吸收，东西不错，值得购买。,清洁能力,不太好,功效,负面
1504,赠品很好，用了后丝润光滑,_,特别好,整体,正面
1505,我以为挺大一瓶，拿到手发现，妈呀，好小啊！,_,还行,整体,中性
1506,挺温和的，但清洁效果不是很好,_,很好用,整体,正面
1507,之前买过，这个没用呢，应该可以,_,很服帖,使用体验,正面
1508,快寄很给力，第二天就到货，不用苦等好几天，一直在用的一款面膜，水水润润，赞\(???)/,_,挺好的,整体,正面
1509,一直在用这个***牌子的，不过一直是在实体店买的。这次网购还在担心，用过后才来评价的，真品牌。,_,好评,整体,正面
1510,物流快，价格便宜，昨晚今早各试用了一片，滋润补水，我是敏感皮肤用了没有任何不适，推荐购买。,价格,便宜,价格,正面
1511,送货快，当天就到了，用着也还不错，有活动买着划算,_,量又足,其他,正面
1512,一般，没那么好用,_,掉皮,使用体验,负面
1513,物流很快，用起来感觉补水效果很明显,_,很好用,整体,正面
1514,包装很好，就是盖子打开了不好扣上,_,超级好用,整体,正面
1515,用***6-7年了，一直都在用，效果不错，值得推荐好评,补水,强,功效,正面
1516,瓶子很漂亮很喜欢也很好用快递很快态度好,_,大爱,整体,正面
1517,***的这款隔离霜很不错，一直在用，效果很好！,物流,特别快,物流,正面
1518,一下买了两套，期待效果。给**快递员点个赞！,纸质,不错,其他,正面
1519,好用，水水的，粉很细，推荐,活动价,_,价格,正面
1520,应该挺好的,_,比较优惠,价格,正面
1521,面膜是正品，扫码确定了的,_,挺好的,整体,正面
1522,我经常在这家买，但这是的快递太不靠谱了，商家也不解决，只是一个劲的说这处理，以后不在这买了,_,不会过敏,使用体验,正面
1523,物流挺快的，头一天订。第二天用就到啦。是正品，用着很放心。以后还会继续再买的。,_,赞,整体,正面
1524,刚收到，还没用，不知道效果怎么样，快递是真的很快呀,_,挺好的,整体,正面
1525,颜值较高，用着不错 ，家里的东西基本都在**买，**值得信赖,味道,闻着不错,气味,正面
1526,好用，可以尝试，补水不错！,_,红肿,使用体验,负面
1527,很温和，卸妆也干净，感觉还不错,_,痒,使用体验,负面
1528,非常好，和店里买的一样，关键是便宜了好多,_,假的,真伪,负面
1529,宝贝已经收到了，很满意，价格也便宜。,_,很好,整体,正面
1530,买一个得三个，价钱实惠。个人觉得带点粉色，倒是不干。,_,很舒服,使用体验,正面
1531,还没有怎么用，应该还行吧，他们家还是个值得信赖的大牌子，物流很快,_,不错,整体,正面
1532,面膜早就收到了，还没用。一直觉得这牌子还行吧！试试看！**物流很快呢。,_,好,整体,正面
1533,商品不错，价格合适，物流给力，还会再买,_,还不错,整体,正面
1534,用了一段时间了，感觉很不错哦,_,水润,使用体验,正面
1535,用这个店铺的产品已经两年，物流快，东西好，以后还会继续购买。,_,保湿,功效,正面
1536,收到了  超喜欢就是好 用一直用的这款  很适合我我皮肤的  赞一下  下次活动再来买的,_,很好,整体,正面
1537,手上试用了一下，味道真的像洗发水，香味有点不太喜欢，质地挺轻薄的，抹上也挺滋润,_,不错,整体,正面
1538,很好！不错跟外面买的一样的,速度,很快,物流,正面
1539,价格较便宜，未使用，不知道效果,_,还不错,整体,正面
1540,东西一般，感觉有点卡粉，这价格也就这样了,_,有点薄,使用体验,负面
1541,还是相信品牌产品，品质有保障，今早用了，不错哦?,价格,_,价格,正面
1542,买了好久，现在才来评论，东西比较好用，还会继续关注这个牌子,_,不错,整体,正面
1543,用了好长时间了来评价，好推开不卡粉，用过后皮肤很光滑,_,喜欢,整体,正面
1544,东西挺好的，一共两个替换装，买的值，用着也好,_,很舒服,整体,正面
1545,美美直播间里买的，价格优惠。我之前在这家店铺买过化妆品，质量很好。是正品相信美美，以后会继续关注的。,_,挺滋润,使用体验,正面
1546,面膜超级好用，非常喜欢。,_,不错,整体,正面
1547,味道很好闻，清洁能力也不错，我是敏感肌肤，用了没有过敏,_,挺好的,整体,正面
1548,卖家发货很快，活动力度很大，很实惠,_,不怎么白,功效,负面
1549,补水效果看的见,_,很滋润,使用体验,正面
1550,小海葵服务非常好,_,效果不是很明显,整体,负面
1551,很好，面膜挺薄的，精华挺多的，用着也很舒服，,上妆,贴合皮肤,使用体验,正面
1552,清洁度还不错，保湿效果很好。,_,自然,功效,正面
1553,物流好快，第一次网上买这款面膜，期待效果,_,不假面,功效,正面
1554,个人情况：中性皮肤，清洁效果不错，洗后不紧绷,_,有美白效果,功效,正面
1555,酒精味很明显 ?,_,很好用,整体,正面
1556,质量还不错，最近都在用这个牌子，很舒服，值得购买！,服务,一流,服务,正面
1557,有种淡淡的清香，还可以，,_,挺迅速的,物流,正面
1558,用了一片还不错，精华挺多的，挺好用的，30多片可以用很久了,_,有点油,使用体验,负面
1559,不错，补水效果很好,保湿效果,很不错,功效,正面
1560,物流很快，态度很好，面膜颜值很高，还没用不知道好不好,活动,_,价格,正面
1561,效果不错，本人脸色偏黄，用了之后感觉状态好了很多^_^,_,挺好的,整体,正面
1562,宝贝收到了，物流超快，买了两三天就到了，延展性很好，买的紫色，调节肤色，很好用，还会回购的,快递,很给力,物流,正面
1563,用着还挺好，味道也挺清淡的，效果不知道呢！,_,好用,整体,正面
1564,非常好，值得购买！,_,太超值,价格,正面
1565,面膜很好用补水效果很好每天都用，还送了个盒子,_,很服帖,使用体验,正面
1566,包装完好，快递小哥服务很好，期待用后效果,_,很补水,功效,正面
1567,挺好的，挺好的，挺好的，哈哈，不错。,味道,喜欢,气味,正面
1568,东西收到了，首先包装非常，面膜还没有使用，用后追加吧！,_,特别好用,整体,正面
1569,用着很不错，干净不紧绷。,_,划算,价格,正面
1570,送货速度快。包装完整。**质量杠杠的,_,特别好,整体,正面
1571,***面膜是之前朋友推荐的，比较喜欢那个炭黑面膜，感觉挺补水的，昨天晚上用了感觉皮肤水嫩的,_,还不错,整体,正面
1572,买给我妈的，包装得到了她的青睐，滋润度对她来说正好，不过有一点点增白效果她不喜欢,味道,有点点膳,气味,负面
1573,这款洗面奶很好用，用量少洗的干净。,_,听湿润,使用体验,正面
1574,一直用这个款的洁面，很不错,_,有点白,功效,负面
1575,挺好用，效果很好，遮瑕效果不错，湿润,_,挺好,整体,正面
1576,补水效果太好啦，**买东西，早上下的单，下午就收到了！必须5星好评呀！现在只喜欢在**买东西啦！,_,好好用,整体,正面
1577,昨天下午收到的，今天早上就用了，挺好用的，是正品,_,很划算,价格,正面
1578,很好用，一直用的这个人牌子，用了5年多了。值得推荐,价格,实惠,价格,正面
1579,**送货速度真的很快，服务态度也好,物流,快,物流,正面
1580,感觉还不错吧，价格便宜，看效果来决定是否会回购。,发货速度,挺快的,物流,正面
1581,这已经是第三瓶了，以前没在**买过，后来都是从**买的，用着还可以，这个还没用，用了看效果追加,价格,便宜,价格,正面
1582,收到了，挺好的，再看用得效果怎么样,送货,快,物流,正面
1583,不错不错物美价廉用过之后再来评价,物流,快,物流,正面
1584,乳液和面霜都带有香味，不是很喜欢，有保湿效果,_,挺好用,整体,正面
1585,很喜欢，非常好，完美收货，等用过再评！！！,_,挺不错的,整体,正面
1586,挺好的，买一送3，相当于3个，很便宜里面的化妆垫很贴心的设计哦,_,非常满意,整体,正面
1587,货到的很快，感觉还可以。满意。,服务,很好,服务,正面
1588,很喜欢 和悦诗风吟没啥区别,服务,很耐心,服务,正面
1589,擦在脸上不泛白，不是特别油腻，还可以。防晒效果有待观察。,_,很好,整体,正面
1590,**快递就是快，还没有用，期待使用效果，***水润保湿，相信品牌的力量,_,物有所值,整体,正面
1591,上妆效果：一直比这个隔离霜，很好用！,_,很不错,整体,正面
1592,一般般,_,不错,整体,正面
1593,面膜还挺好用的特地用了几贴才来评价的,_,不错,整体,正面
1594,还可以，就想买这个，吸收挺好的，就是包装不是很好,_,喜欢,整体,正面
1595,非常不错哦，收到货了，真的是非常划算哦，活动价太棒了。,物流,特别快,物流,正面
1596,买回来后马上用了一片，个人觉得很好用，补水效果不错,_,好评,整体,正面
1597,已经用过好几盒了，很好用，而且不过敏。天天敷也不心疼啦,_,很喜欢,整体,正面
1598,做活动，挺优惠的，值得购买！,_,还可以,整体,正面
1599,****值得信赖，价格比实体店实惠，是正品，物流快,补水,不错,功效,正面
1600,这个产品我也不知道是好是坏，用完也没什么特别感觉，也没什么不好的感觉，习惯好评。,包装,精美,包装,正面
1601,到货快，好用，补水隔离效果好，价格实惠，很划算很喜欢,天猫直送,很给力,物流,正面
1602,看了这包装都没心情了，不知道是不是正品,_,是正品,真伪,正面
1603,用了好久才来评价。很不错哦！效果也很好！自然！,_,很好,整体,正面
1604,之前用过，还不错吧,物流服务,好,物流,正面
1605,宝贝收到，还没有用习惯好评了。**快递小哥一如既往的好！给赞！,物流服务,快,物流,正面
1606,清洁能力：很给力，回购,_,滋润,使用体验,正面
1607,一如既往的好用，非常的服帖，精华液也不多，刚好够脸，而且很清爽，很喜欢。,精华,特别多,成分,正面
1608,因为用***的CC霜送了两瓶卸妆水，感觉效果还不错，就接着使用了,快递小哥态度,很好,物流,正面
1609,送给妈妈用的好评好评好评好评好评好评好评,_,很好用,整体,正面
1610,以前一直用这个品牌 就是不知道这个瓶子经不经摔 服务好,_,很满意,整体,正面
1611,很不错，实惠好用喜欢的,_,还不错,整体,正面
1612,用着舒服不错哦，还多送一个替换芯，实惠又实用，用完还会回购的,_,真的好,整体,正面
1613,用着很舒服,物流,给力,物流,正面
1614,快递很快 很喜欢味道也还好 用完试试看怎么样 好的话继续回购 送了卸妆水 和面膜,效果,比想像的要好,功效,正面
1615,洗脸不刺激 感觉蛮适合我的皮肤,_,还不错,整体,正面
1616,货已经收到！物流很快，快递小哥很热情！还没有用，期待很好用！,_,超出预期,整体,正面
1617,第一次用感觉效果还不错?挺喜欢的,_,很满意,整体,正面
1618,刚拿到，老婆晚上就敷了面膜，说还不错???,_,划算,价格,正面
1619,不知道是不是正品，浓浓酒精味,_,水水的,使用体验,正面
1620,第n件，用惯了还不错。便宜。,_,很舒服,使用体验,正面
1621,东西很好就是有点啃爹我买了第二天就降价，看见了很心塞.........,活动,超划算,价格,正面
1622,面膜用着非常不错，我是敏感肌用着也很舒服，,_,挺好用的,整体,正面
1623,浮粉 不贴合 颜色更自然，便宜没好货,_,不油,使用体验,正面
1624,中午下单下午送到，太快了，支持**。,_,很清爽,使用体验,正面
1625,物有所值，非常不错,小礼品,_,价格,正面
1626,非常好，买一送一，很划算。感谢商家,_,很好用,整体,正面
1627,味道很不错，以前用过，现在又换回来了，期待一如以往的好用,_,很可爱,整体,正面
1628,用了，很好，,_,很喜欢,整体,正面
1629,遮瑕效果：还没有使用，老顾客了，一直在这里买买买。。,_,不错,整体,正面
1630,面膜很不错，里面精华很多，做天晚上试用了一下，感觉不错，值得购买，并且价格也美丽,_,是正品,真伪,正面
1631,确实不错哦,物流,很快,物流,正面
1632,比较满意，送了两个替换装。**的物流就是快昨天买的今天就到了。快递小哥服务态度比较好。,_,不错,整体,正面
1633,东西不错，愉快购物,_,很喜欢,整体,正面
1634,一直在用这个牌子的护肤品，非常不错,_,超级好用,整体,正面
1635,***的面膜用着还挺不错的，又一次购买了！很补水！,_,很不错,整体,正面
1636,买了还没有用，等用了再来评价一下，朋友推荐的产品应该还不错吧,包装,精美,包装,正面
1637,还行吧，味道刚开始不习惯，现在用着还行,_,非常好,整体,正面
1638,挺好的，一直用的这个牌子的，物流也挺快的,_,没毛病,整体,正面
1639,贴了，很保湿，买得很划算呢。,_,效果好,整体,正面
1640,一百多，四大盒，太合适了，不求什么紧致美白的，只要补水就好~,_,真的很好,整体,正面
1641,本来想买紫色瓶提拉紧致的没货了买的这个，用着还行挺滋润的,_,特别好用,整体,正面
1642,一直用***的护肤品，用了两天真的很好用，补水**快递真的很快，点个赞，会继续回购的,_,不错,整体,正面
1643,已经是第二次买了，用着不错，秒杀时买的，价位也合理。,_,很满意,整体,正面
1644,还好吧，没有赠品送,赠品,_,其他,负面
1645,宝贝收到了！喜欢这一款面膜！,_,很好,整体,正面
1646,很好用，建议购买哟,_,好用,整体,正面
1647,很好，水份充足，保湿效果，棒,_,超喜欢,整体,正面
1648,为了***买的，洗面奶的泡沫丰富，洗的干净不干燥!,_,快,物流,正面
1649,之前有买过，还可以，再来一次,颜色,有点暗,功效,正面
1650,用了几天很好！不贵！又好用！涂在脸上很自然！挺喜欢的！,_,还好,整体,正面
1651,不错不错，很大一盒子哈哈哈，超级喜欢，还没用不知道效果怎么样，不过应该可以,_,是正品,真伪,正面
1652,质优价廉，送货速度快，服务好,_,非常喜欢,整体,正面
1653,超级划算，一个原装，两个替换装。盒子很漂亮，用起来润润的。,_,一般,整体,中性
1654,*近几年一直用这个牌子，感觉不错，**信得过，快递小哥???,_,非常滋润,使用体验,正面
1655,给妈妈买的，用着不过敏,保湿,_,功效,正面
1656,老婆大人用了之后表示很好，嗯嗯，看着感觉变了个人?,补水,_,功效,正面
1657,不错，挺满意的,_,还不错,整体,正面
1658,用了好几年***的隔离霜了 还不错&hellip,_,不错,整体,正面
1659,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。,_,没过敏,使用体验,正面
1660,很好又送了一大瓶卸妆水,物流,还不错,物流,正面
1661,这张图代表东西不错但是我懒得拍照片了。,小哥服务态度,好,物流,正面
1662,挺好的 很喜欢在**购物 价格便宜 送货快 很方便,_,还可以,整体,正面
1663,宝贝收到了，物流特别快，是我理想的,_,还好,整体,中性
1664,大牌子，用着不错，感觉比其他面膜要薄点，唯一要吐槽的是这个包装忒简单了，好歹弄个盒子三,_,很不错,整体,正面
1665,就是这样的感觉可以吧的,_,很好用,整体,正面
1666,购物好多次了，价格实惠质量不错，就喜欢这样的感觉,包装,很好,包装,正面
1667,物流快，一直在用这个，值得推荐,_,很喜欢,整体,正面
1668,卸妆还不错?赠品也是一样的还有卸妆棉?,_,不错,整体,正面
1669,这个东西非常好，**物流也非常强,_,不紧绷,使用体验,正面
1670,挺好用的就是太少了没用几天就没了,泡沫,细腻,使用体验,正面
1671,用起来很舒服，不会浮粉，目前没啥大问题,_,很喜欢,整体,正面
1672,很好用，挺湿润的，不干。昨天下的单，今天就到。**物流就是给力,_,浮粉,使用体验,负面
1673,很好用，给我妈买的，以后接着买,_,挺温和的,使用体验,正面
1674,以后就选**了，正品,_,不刺激,使用体验,正面
1675,非常好真的好喜欢好帖,_,很香,气味,正面
1676,婆婆让买的，应该挺好的，她敏感肌肤，用了没问题,补水,很好,功效,正面
1677,东西收到了，一般般,_,很赞,整体,正面
1678,还可以吧，相信***,_,蛮不错,整体,正面
1679,包装很大气用着很服帖  外观也很漂亮,物流,很快,物流,正面
1680,之前用过，很好，还便宜，值得购买,物流速度,有点慢,物流,正面
1681,和店里的一样，我老公用了好几年，就喜欢这味道,_,不错,整体,正面
1682,还不错，用后挺清爽的,_,薄,使用体验,正面
1683,挺好的，比实体店打折还便宜，还送了贴面膜，也挺好的，面膜也准备换这个了,_,服帖,使用体验,正面
1684,最实汇的一次购物，相信**,赠品,非常不错,价格,正面
1685,买给妈妈用的，快递非常给力，产品价格做活动力度大，很便宜,_,很好用,价格,正面
1686,面膜买的好实惠，补水效果超好，妥妥的好评,_,很不错,整体,正面
1687,老客户了，一直在你们家买，五星好评！,_,不错,整体,正面
1688,很好用，泡沫不多但是清洁力跟强，有香味，洗完后很补水。,_,好用,整体,正面
1689,应该是正品，跟商场里买的一样,_,很喜欢,整体,正面
1690,用了，这款自然色咋那么白?,_,不贵,价格,正面
1691,用着不怎么样，不是很遮瑕，不服帖,_,还不错,整体,正面
1692,用了质量不错非常喜欢.下次再来.很满意哦,_,还可以,整体,正面
1693,很润。喜欢，和BB霜很搭。,物流,超快,物流,正面
1694,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好,_,挺好用,整体,正面
1695,这个很实惠，还送了两个替换装，期待效果吧,_,好评,整体,正面
1696,东西收到了非常满意，家里人也很开心，快递员也很好，好评,_,很贴脸,使用体验,正面
1697,双十一买的，价格划算，五分好评。,_,不错,整体,正面
1698,发货速度很快，第二次购买了值得信赖。,_,正品,真伪,正面
1699,不错，经常购买，希望越做越好，还会继续支持！,_,很好用,整体,正面
1700,用了这个牌子的面膜，真的挺好的，现在又买了，好用,_,不够细腻,使用体验,正面
1701,用着不错 不油、商品降价、活动 速度太快,_,一片一片的,使用体验,正面
1702,防晒效果：不知道咋样  个人情况：干敏皮稍微过敏用了,_,浮粉,使用体验,正面
1703,挺好了毕竟价格就很美丽。希望以后还能再买。,_,蛮轻薄的,使用体验,正面
1704,以前用过好多种面膜，但这个非常好，用的时候不沙眼睛，,_,很服帖,使用体验,正面
1705,清爽度：一直在用，实惠,透气性,比较好,使用体验,正面
1706,挺好用，以前用过好用，这次买的一样好用，价格实惠,_,水分还可以,使用体验,正面
1707,这是第二次用确实不错，下次还会来买的。,_,总体满意,整体,正面
1708,其实我还没用 因为买了三款 效果追评吧 其实我想夸包装很好来着嘻嘻嘻,_,最喜欢,整体,正面
1709,~果然没骗人，比我用的那些韩国面膜好用，性价比又高，会一直回购,效果,一点不好,功效,负面
1710,一直在用，很好,效果,洗不净,功效,负面
1711,一大堆啦，可以用好久啦，保湿很不错,_,比较油,使用体验,负面
1712,非常好用，精华也特别多,优惠活动,很给力,价格,正面
1713,这个面膜买来还没用，不过一直用***，所以先给好评吧！,_,很不错,整体,正面
1714,上妆效果：容易上装，肤色显得自然，皮肤感觉不干燥。,客服态度,也很好,服务,正面
1715,这款蛮好用的，显得皮肤蛮白的，，。而且涂在脸上特别细腻均匀，你值得拥有的好品质,_,很喜欢,整体,正面
1716,没有用过，希望好用。感觉方便。**速度快。,活动,_,价格,正面
1717,一般，一股洗发水的味道,活动,_,价格,正面
1718,一直在用，可以提亮肤色，喜欢,_,物美价廉,价格,正面
1719,昨天下单，今天上午就收到了，买时以为是33片，收到实际是40片，好惊喜，抽空敷一片，期待效果。,_,可以,整体,正面
1720,我个人是搭配***的BB霜用的，还不错,_,还好,整体,正面
1721,这包装实在不行，还大品牌，还没用，用过之后再来评价,性价比,很高,价格,正面
1722,帮朋友买的，朋友说特别好用还送了很多小试用！,_,很水润,使用体验,正面
